failures,higher,studytime,Medu,Fedu,Dalc,age,reason_reputation,school,address,internet,G3
1,1,1,3,4,2,16,0,0,0,1,10
0,1,2,1,0,1,16,1,0,0,1,18
0,1,2,4,4,1,17,1,0,0,1,10
0,1,2,1,3,1,16,0,0,0,1,13
0,1,2,3,3,1,16,1,0,0,1,15
0,1,2,4,3,4,17,0,0,0,1,11
0,1,2,2,2,1,16,1,0,0,1,14
0,1,2,3,3,1,17,1,0,0,1,10
0,1,1,4,2,3,16,0,0,1,1,11
0,1,2,4,3,1,17,0,0,0,1,13
0,1,2,4,3,2,16,0,0,0,1,11
0,1,2,3,3,1,16,0,0,0,1,13
0,1,2,2,4,2,17,1,0,0,0,17
0,1,2,3,3,2,17,1,0,0,1,14
0,1,2,3,2,1,16,1,0,0,1,16
0,1,2,3,3,2,17,0,0,0,1,14
0,1,1,1,2,1,16,0,0,0,1,11
0,1,2,2,1,1,16,0,0,0,1,16
0,1,2,3,3,1,17,1,0,0,1,14
0,1,2,1,2,1,17,0,0,1,0,10
0,1,2,2,3,1,16,0,0,0,1,13
0,1,2,1,1,1,17,0,0,0,1,12
0,1,2,1,2,4,17,0,0,0,1,12
0,1,1,3,3,3,16,1,0,1,1,10
0,1,1,2,3,1,16,0,0,0,1,12
0,1,2,2,4,1,17,0,0,0,1,16
0,1,1,4,4,1,17,0,0,0,1,14
0,1,1,3,3,3,16,0,0,1,1,12
1,1,1,4,4,2,17,0,0,0,1,16
0,1,2,4,4,1,16,1,0,0,1,11
0,1,2,4,3,1,16,0,0,0,1,15
0,1,2,2,3,1,16,1,0,0,0,12
0,1,2,1,1,1,17,0,0,0,0,15
0,1,1,2,2,1,17,1,0,1,1,13
0,1,4,2,2,1,16,1,0,1,1,13
1,1,3,3,4,3,17,0,0,0,1,8
0,1,2,3,1,2,16,0,0,0,1,12
0,1,2,4,3,1,16,0,0,0,1,15
0,1,1,1,1,1,16,0,0,0,0,13
0,1,3,4,3,1,17,1,0,1,1,12
0,1,4,3,3,1,19,1,0,0,1,12
0,1,2,4,4,4,17,0,0,0,1,12
0,1,2,2,2,1,16,1,0,0,1,13
0,1,2,2,2,2,18,0,0,0,1,11
0,1,1,4,4,1,17,0,0,1,0,11
0,1,2,3,2,1,17,1,0,0,1,15
0,1,2,4,3,2,17,1,0,0,1,10
0,1,2,3,3,2,18,0,0,0,1,10
0,1,1,2,3,1,17,0,0,0,0,13
0,1,3,2,2,1,17,0,0,0,1,13
0,1,2,2,1,1,17,1,0,1,1,11
0,1,3,1,1,1,17,1,0,0,0,12
0,1,2,2,3,1,16,0,0,0,1,14
3,1,2,2,2,5,18,0,0,0,1,10
0,1,3,4,4,1,16,0,0,0,1,16
0,1,2,3,1,1,18,1,0,1,1,8
0,1,2,3,2,1,17,0,0,0,1,17
0,1,2,2,3,1,17,1,0,0,1,11
0,1,2,2,1,4,18,0,0,0,1,11
0,1,3,2,1,1,17,0,0,0,1,16
0,1,2,4,3,1,17,1,0,0,1,12
0,1,2,2,2,1,17,0,0,1,1,13
0,1,2,4,4,1,17,1,0,0,1,13
0,1,2,4,4,2,16,1,0,0,1,14
0,1,2,1,1,1,16,0,0,0,1,9
0,1,3,3,2,1,16,1,0,0,1,12
0,1,2,2,2,5,17,0,0,0,1,16
0,1,1,2,1,1,16,0,0,0,1,10
0,1,2,4,1,1,16,0,0,0,1,13
1,1,2,2,4,1,18,0,0,0,1,10
1,1,2,2,2,1,18,0,0,0,1,10
1,0,1,3,3,1,18,0,0,0,1,7
1,0,1,2,2,2,18,0,0,0,1,8
0,1,1,4,4,1,17,0,0,0,1,9
0,1,2,3,2,1,17,0,0,0,0,15
0,1,3,1,1,1,17,0,0,0,1,10
0,0,1,1,2,1,16,0,0,0,1,11
0,1,2,2,1,1,17,0,0,1,0,13
1,1,1,1,4,1,17,0,0,1,1,8
0,0,2,2,2,3,18,1,0,0,1,8
1,0,1,2,2,1,17,0,0,0,1,10
0,1,3,1,1,1,17,0,0,1,1,15
0,1,2,4,2,1,17,0,0,0,0,14
0,1,2,4,3,1,17,0,0,0,1,15
0,1,2,4,4,2,17,0,0,1,1,12
0,1,1,4,3,1,16,0,0,0,1,15
0,1,1,4,4,1,16,0,0,0,1,15
0,1,2,4,4,1,17,0,0,0,1,12
0,1,3,1,1,1,17,0,0,1,1,15
0,1,3,3,3,2,17,0,0,0,1,11
0,1,2,1,1,1,17,0,0,0,0,10
0,1,3,2,1,1,18,0,0,0,1,11
0,1,1,2,1,1,16,0,0,0,1,16
0,1,2,1,1,1,17,0,0,0,0,11
0,1,1,2,3,1,17,0,0,0,1,13
3,0,1,3,1,5,22,0,0,0,1,5
0,1,2,3,3,1,18,0,0,1,1,10
0,1,1,0,2,2,16,0,0,0,1,11
0,0,1,3,2,2,18,0,0,0,1,7
1,1,2,3,3,1,16,1,0,0,1,10
2,0,1,2,1,2,18,0,0,0,1,6
0,1,1,2,1,1,16,0,0,1,0,12
0,1,1,2,1,2,17,0,0,1,1,13
1,1,1,1,1,1,17,0,0,0,1,10
0,1,2,2,1,1,18,0,0,0,1,13
0,1,4,4,2,1,17,1,0,0,1,17
0,1,2,2,2,1,19,0,0,0,1,11
1,0,2,2,1,4,18,0,0,0,1,11
0,1,3,4,2,1,17,0,0,1,1,14
0,1,3,1,1,2,18,0,0,0,0,14
0,1,2,2,2,1,18,0,0,1,0,13
0,1,2,4,3,1,19,1,0,0,1,14
0,1,2,2,1,1,18,0,0,0,1,16
0,0,1,2,2,1,17,0,0,1,0,10
0,1,4,2,2,1,17,0,0,0,1,12
0,0,2,2,1,1,20,0,0,1,1,12
0,1,2,4,3,1,18,0,0,0,1,15
0,1,2,4,3,1,18,0,0,0,1,11
0,1,3,3,2,1,18,0,0,1,0,12
0,1,3,3,3,1,17,0,0,0,0,13
0,1,3,2,2,1,18,0,0,0,1,13
0,0,1,2,2,2,17,0,0,0,1,9
0,1,2,3,4,3,18,1,0,1,1,16
0,1,2,3,1,3,17,0,0,0,1,14
0,1,2,4,4,2,18,1,0,1,1,12
0,1,2,4,2,1,18,1,0,0,1,14
0,0,2,2,1,1,18,1,0,1,1,10
0,1,2,3,3,3,19,0,0,0,1,12
0,1,4,2,3,1,18,1,0,0,1,16
0,1,2,1,1,1,18,0,0,0,0,13
0,1,2,1,2,2,17,0,0,1,0,18
0,1,2,2,1,1,18,0,0,0,1,15
0,1,2,2,4,1,17,1,0,0,1,16
0,1,2,2,2,2,17,0,0,0,1,12
0,0,2,3,2,1,18,0,0,1,1,10
0,1,1,4,4,1,18,0,0,0,1,12
1,1,2,4,4,1,18,1,0,0,1,13
0,1,3,2,2,1,17,1,0,0,1,15
1,0,2,3,2,4,19,1,0,1,1,10
0,1,1,4,3,1,18,0,0,0,1,10
0,0,1,1,2,2,18,0,0,0,1,11
0,1,1,4,1,2,17,0,0,0,1,10
0,1,1,3,2,3,17,0,0,0,1,13
0,1,4,1,1,1,18,1,0,1,0,18
0,1,2,1,1,1,18,0,0,0,1,13
0,1,2,2,2,1,17,0,0,0,1,14
0,1,2,2,1,1,18,1,0,0,1,14
0,1,2,1,1,1,17,1,0,0,1,12
0,1,3,2,2,1,18,0,0,0,1,18
0,1,3,1,1,1,17,1,0,0,1,14
0,1,3,2,1,1,18,1,0,0,1,15
0,1,2,4,4,1,18,1,0,0,1,17
0,1,2,4,2,1,18,0,0,0,1,16
0,1,3,4,3,1,17,1,0,0,1,18
0,1,4,3,1,1,17,1,0,1,0,19
0,1,3,3,2,1,18,1,0,1,1,15
0,1,1,3,3,1,17,0,0,0,1,15
0,1,2,4,4,2,19,1,0,0,1,13
0,1,2,4,3,1,18,0,0,0,1,14
0,1,4,4,3,1,18,1,0,0,1,17
0,1,1,4,4,2,18,0,0,0,1,17
0,1,2,4,4,1,18,0,0,0,1,15
0,1,1,4,4,2,17,0,0,0,1,13
0,1,3,4,4,1,17,1,0,1,1,8
0,1,3,4,2,1,17,1,0,0,1,16
0,1,4,3,2,1,17,1,0,0,1,18
1,1,3,2,1,1,19,0,0,1,1,11
2,1,1,3,2,1,20,0,0,0,0,15
0,1,2,3,3,1,19,1,0,1,0,11
0,1,2,1,4,1,18,0,0,0,0,11
0,1,2,2,1,1,18,0,0,0,1,15
0,1,2,2,3,1,17,0,0,0,1,14
0,1,1,4,4,1,17,0,0,1,1,17
0,1,3,4,3,1,18,0,0,0,1,17
0,1,1,4,3,1,18,0,0,0,1,15
0,1,3,3,4,2,17,0,0,1,1,17
0,1,2,3,3,1,18,0,0,0,1,14
0,1,2,4,2,1,19,0,0,0,1,10
0,1,2,4,4,3,18,0,0,0,1,13
0,1,1,3,4,1,18,0,0,0,1,14
0,1,1,4,4,1,17,0,0,0,1,17
0,1,2,4,3,1,17,0,0,0,1,17
0,1,2,3,3,1,17,0,0,0,1,13
0,1,2,2,1,2,17,0,0,0,1,14
0,1,1,4,4,3,18,1,0,0,1,11
0,0,3,1,1,4,19,0,0,0,0,11
2,1,2,1,1,1,19,0,0,0,1,9
0,1,1,2,2,2,18,0,0,0,1,10
0,1,2,2,2,1,17,0,0,0,0,13
0,1,3,2,2,2,17,0,0,1,1,10
0,1,3,3,1,2,17,0,0,0,1,17
0,1,3,0,2,2,17,0,0,0,1,15
0,1,3,1,1,1,18,0,0,0,1,14
0,1,3,4,4,2,18,0,0,0,1,13
0,1,1,3,3,3,17,1,0,0,1,17
0,1,1,2,2,5,17,0,0,1,1,10
0,1,3,4,4,1,17,0,0,0,1,13
0,1,3,4,4,1,17,0,0,0,1,15
0,1,1,3,3,2,17,0,0,0,1,11
0,1,4,2,2,2,18,0,0,0,1,12
0,1,1,3,2,2,19,0,0,1,0,10
0,1,2,2,2,1,18,0,0,0,0,10
0,1,3,2,4,1,17,0,0,1,1,15
0,1,1,2,2,1,18,1,0,0,1,15
0,1,2,3,3,1,18,0,0,0,1,12
0,1,2,2,2,1,18,0,0,0,1,12
0,1,4,2,2,1,18,0,0,1,0,14
0,1,3,3,4,1,17,0,0,0,1,14
0,1,2,3,2,2,17,0,0,0,1,15
0,1,4,3,3,1,18,0,0,0,1,15
0,1,2,3,2,2,17,0,0,1,1,16
0,1,2,4,4,2,18,0,0,0,1,13
0,1,2,3,4,1,18,0,0,0,1,17
0,1,2,2,2,1,17,0,0,0,1,14
0,1,3,2,3,1,18,0,0,0,1,14
0,1,3,3,2,2,18,0,0,0,1,17
0,1,3,4,3,1,18,0,0,1,1,17
0,1,3,4,3,2,18,0,0,0,1,14
0,1,3,4,3,1,17,1,0,0,1,13
0,1,2,2,1,2,17,0,0,0,1,15
0,1,2,2,1,2,17,1,0,0,1,16
1,0,1,2,3,3,19,0,0,0,1,11
1,1,1,3,1,1,17,0,0,0,1,13
2,1,3,4,4,1,21,1,0,0,1,12
0,0,2,2,2,1,18,1,0,0,1,12
0,1,2,3,4,1,18,1,0,0,1,15
0,1,2,2,2,1,17,1,0,0,1,17
0,1,3,4,4,1,17,1,0,0,1,15
0,1,2,4,2,1,18,0,0,0,1,17
2,0,2,1,1,5,21,0,0,1,1,10
0,1,3,1,1,1,20,1,0,1,1,15
1,1,1,4,4,4,19,0,0,0,1,11
0,1,2,3,2,1,17,1,0,0,1,18
0,1,3,3,2,1,18,1,0,0,1,17
0,1,1,2,3,4,18,1,0,1,1,14
0,1,1,2,1,1,19,1,0,0,1,11
0,1,2,2,2,1,18,1,0,0,1,17
1,1,1,1,0,1,20,1,0,0,1,10
0,1,2,3,2,1,18,0,0,0,1,13
0,0,1,1,3,1,16,0,1,0,1,11
0,1,2,2,2,1,16,0,1,1,1,12
1,1,1,1,1,1,15,0,1,1,0,10
0,1,1,3,3,2,15,0,1,1,1,11
0,1,2,2,3,1,16,0,1,1,0,17
0,0,1,2,1,1,15,0,1,1,0,9
0,1,2,4,4,1,16,0,1,1,0,11
0,1,3,1,2,1,16,0,1,0,1,11
1,1,2,3,2,1,17,0,1,1,0,10
1,0,1,1,1,2,17,0,1,1,1,7
0,1,1,4,4,3,15,0,1,1,1,14
0,0,4,2,2,1,16,1,1,0,0,11
0,1,2,1,1,1,15,1,1,1,1,10
1,1,1,1,1,1,15,0,1,1,1,8
0,1,1,0,2,1,16,0,1,1,0,12
0,1,1,2,3,1,17,0,1,1,1,12
0,1,1,3,3,1,15,0,1,1,1,16
0,1,2,1,1,4,16,0,1,0,0,0
0,1,2,1,1,2,17,0,1,0,1,9
0,1,2,4,1,1,15,1,1,1,1,14
0,1,2,4,1,1,15,1,1,1,1,8
0,1,2,3,4,1,16,0,1,1,0,11
0,1,2,1,1,2,15,0,1,1,0,9
0,1,2,3,3,1,15,1,1,0,1,11
0,0,1,2,1,5,17,0,1,1,0,9
0,1,3,4,4,1,16,0,1,1,1,17
0,1,1,1,2,1,15,0,1,1,0,13
0,1,2,2,3,1,16,0,1,1,1,15
0,1,2,1,2,1,16,0,1,1,0,11
0,1,2,2,2,1,16,0,1,1,1,11
1,1,3,1,2,1,16,0,1,0,0,8
1,1,3,1,2,1,16,0,1,0,0,8
0,1,2,2,1,3,15,0,1,0,1,9
0,1,2,1,1,2,16,0,1,0,0,15
0,1,1,1,2,5,17,1,1,1,1,11
0,1,4,1,1,1,16,0,1,1,1,13
0,1,3,1,1,1,16,0,1,1,0,10
0,1,2,1,1,1,15,0,1,1,1,11
0,1,1,1,1,4,16,0,1,1,1,14
0,1,2,1,1,1,15,0,1,1,0,14
0,1,3,2,2,2,15,0,1,1,0,12
0,1,1,1,1,3,16,0,1,1,0,11
1,1,2,1,2,2,18,0,1,0,1,8
0,1,1,3,1,1,15,0,1,0,0,11
0,1,2,2,2,1,16,0,1,1,1,14
0,1,1,2,2,1,15,1,1,0,0,13
0,1,2,4,4,1,16,0,1,0,0,13
0,1,2,3,3,1,15,1,1,1,1,12
1,1,2,2,2,2,16,0,1,1,0,12
0,1,1,2,2,1,16,0,1,1,0,16
0,1,1,2,1,2,16,0,1,0,1,10
0,1,1,1,3,3,15,1,1,1,1,11
0,1,3,2,2,1,15,0,1,0,0,14
0,1,1,2,1,1,16,0,1,1,1,8
0,1,1,3,3,2,15,0,1,0,1,11
3,1,2,1,1,1,16,0,1,1,0,8
0,0,1,2,2,1,17,0,1,0,0,10
1,0,1,2,3,1,19,0,1,0,1,10
0,0,1,2,1,1,17,0,1,1,0,11
0,0,1,1,1,1,15,0,1,1,0,9
0,0,2,2,2,1,16,0,1,1,1,11
0,0,1,2,2,1,16,0,1,0,0,8
0,1,2,2,2,1,17,0,1,1,1,11
1,1,1,2,2,1,16,0,1,0,1,10
2,0,3,3,2,1,18,0,1,1,0,10
1,0,3,1,1,1,19,0,1,0,0,9
1,0,1,1,1,3,18,0,1,1,1,10
1,0,1,1,1,1,18,0,1,1,1,10
1,1,2,1,1,4,19,0,1,0,1,9
0,1,2,2,2,1,16,0,1,1,0,10
0,1,1,0,1,3,17,0,1,0,0,10
0,0,2,1,2,1,16,0,1,1,1,9
0,0,1,3,3,1,16,1,1,0,1,13
0,1,1,1,1,2,16,0,1,1,1,14
1,1,4,3,3,3,17,0,1,0,0,10
0,1,2,2,1,1,16,0,1,0,1,14
0,1,1,2,2,1,16,0,1,0,0,16
1,0,1,1,2,5,17,0,1,0,1,7
0,1,1,4,3,1,16,0,1,0,1,13
1,1,4,2,2,3,17,0,1,1,0,9
0,1,4,1,1,1,16,0,1,0,1,14
0,1,3,2,2,1,19,0,1,0,1,13
0,1,1,1,1,1,17,1,1,1,1,11
1,1,2,3,3,2,20,0,1,0,1,10
0,1,3,1,1,1,17,0,1,0,0,10
1,1,1,2,2,1,17,0,1,1,1,9
0,1,2,1,1,1,16,0,1,1,0,18
0,1,2,2,2,1,17,1,1,1,0,17
0,1,2,1,0,1,17,0,1,0,1,10
1,1,2,1,1,1,18,0,1,1,1,7
0,1,1,3,1,1,16,0,1,0,1,8
0,1,1,3,2,1,16,0,1,0,1,7
0,1,2,1,1,1,18,1,1,0,0,10
0,1,2,4,4,2,16,1,1,1,1,16
0,1,1,1,2,1,16,1,1,1,1,15
1,1,2,2,4,1,18,1,1,0,1,8
0,1,2,2,1,1,16,1,1,1,1,0
0,1,2,1,1,1,16,0,1,0,1,8
0,1,2,2,3,1,16,0,1,1,1,10
0,1,2,4,4,1,16,0,1,0,1,8
0,0,4,4,4,5,18,0,1,0,1,6
0,1,2,3,4,1,16,0,1,1,0,8
0,1,3,4,4,1,17,0,1,0,1,16
0,1,1,4,1,1,17,0,1,1,1,14
0,1,3,2,2,2,16,0,1,0,0,10
0,1,1,2,2,1,17,0,1,1,1,9
0,1,1,4,4,1,16,0,1,0,0,11
0,1,1,3,3,5,17,0,1,0,1,9
0,1,2,1,1,3,17,0,1,0,1,10
0,1,2,2,1,1,16,0,1,0,1,8
0,1,2,2,1,1,16,0,1,0,1,16
0,1,1,4,4,2,16,0,1,0,1,12
0,1,2,1,2,1,15,0,1,1,0,10
0,1,4,2,2,2,15,1,1,0,0,14
0,1,1,2,1,1,15,0,1,0,1,12
0,1,3,2,2,2,16,0,1,1,0,11
0,1,2,4,1,2,16,0,1,0,1,10
0,1,1,3,2,2,17,0,1,0,0,11
0,1,2,2,2,1,17,0,1,1,0,11
0,1,3,4,4,1,16,0,1,0,1,12
3,1,1,4,4,1,17,0,1,1,1,8
0,1,1,1,3,3,17,0,1,1,0,12
1,1,2,3,4,3,17,0,1,0,1,8
0,1,2,4,4,1,17,0,1,0,1,16
0,1,1,4,1,2,16,0,1,1,1,11
0,1,2,1,1,1,17,0,1,0,1,11
0,1,2,4,2,2,17,0,1,1,1,18
0,1,2,2,2,2,16,0,1,0,1,13
0,1,2,3,2,2,17,0,1,0,1,13
2,0,2,1,1,3,19,0,1,0,1,10
0,1,1,1,0,1,17,0,1,0,0,12
0,0,1,1,1,2,17,0,1,1,1,10
0,1,3,1,2,1,16,0,1,1,1,13
0,1,1,1,2,2,16,0,1,1,0,11
3,1,2,3,1,1,17,0,1,1,1,10
0,0,1,2,2,3,17,0,1,1,0,10
1,1,1,1,0,1,18,0,1,1,0,13
0,1,1,1,1,1,17,0,1,1,1,10
0,1,2,1,1,1,18,0,1,0,0,10
0,1,2,2,2,1,16,0,1,1,0,12
1,1,1,2,2,2,17,0,1,0,0,0
0,1,1,3,2,2,16,0,1,1,1,10
0,1,1,1,1,2,16,0,1,1,1,9
1,0,1,1,1,2,18,0,1,1,1,9
1,0,1,3,2,2,18,0,1,1,1,0
3,1,1,3,2,1,19,0,1,0,0,9
2,0,2,3,3,1,18,0,1,0,1,8
0,1,1,2,2,2,16,0,1,1,1,8
3,0,1,2,1,1,19,0,1,0,1,9
2,1,2,3,2,1,16,0,1,0,0,7
0,1,1,1,1,1,17,0,1,0,0,10
1,0,1,1,1,2,20,0,1,1,1,10
0,1,1,4,3,3,18,0,1,1,1,10
0,1,1,3,2,5,18,0,1,1,1,11
1,1,2,1,1,3,19,0,1,1,1,11
1,1,2,3,3,2,17,0,1,0,1,10
0,0,1,1,3,2,18,0,1,0,1,9
1,1,1,1,1,3,19,0,1,1,1,10
2,1,2,1,2,1,18,0,1,0,0,8
0,0,1,1,1,1,19,0,1,0,0,7
1,0,1,2,2,1,18,0,1,1,1,0
0,1,1,0,0,1,17,0,1,1,1,11
0,0,3,3,1,2,17,0,1,1,0,8
0,1,2,4,2,1,17,0,1,0,1,0
1,1,2,2,2,1,18,0,1,1,1,8
0,1,1,4,1,1,17,0,1,0,0,9
0,1,1,1,2,1,17,0,1,0,1,10
2,1,2,1,1,2,18,0,1,0,0,7
0,1,2,2,2,1,18,1,1,0,1,14
0,1,1,3,3,1,17,0,1,0,1,13
0,1,2,1,2,1,18,1,1,0,1,14
0,1,2,4,4,1,18,1,1,0,1,18
0,1,1,4,4,1,18,1,1,0,1,17
0,1,2,4,2,1,17,0,1,0,1,18
1,1,2,2,2,1,18,0,1,1,0,0
0,1,1,1,2,5,18,0,1,0,0,11
0,1,1,4,4,1,18,0,1,1,1,14
0,0,1,1,1,3,17,0,1,1,0,14
0,1,2,2,2,1,18,0,1,0,1,10
0,1,3,2,2,1,18,0,1,0,1,13
0,1,2,4,2,1,18,1,1,1,1,0
1,0,2,1,1,1,18,0,1,0,0,10
1,0,1,1,1,2,19,0,1,0,0,0
0,1,4,4,2,3,17,0,1,0,1,18
0,1,2,2,1,1,17,1,1,1,1,12
0,1,2,1,1,1,18,0,1,0,0,11
0,0,2,1,2,1,18,0,1,0,0,12
3,0,2,1,1,1,19,0,1,1,0,0
0,1,3,2,2,1,18,0,1,1,1,15
1,1,2,4,3,1,17,0,1,1,1,11
0,1,2,3,3,1,18,0,1,0,0,10
0,1,2,4,4,1,17,0,1,1,1,12
0,1,2,3,2,1,17,1,1,0,0,15
0,1,1,1,1,1,18,0,1,0,1,14
0,1,3,1,1,1,18,0,1,0,1,18
0,1,2,1,2,1,18,0,1,1,0,15
0,1,2,3,3,1,18,0,1,0,1,13
0,1,2,4,4,1,17,0,1,0,1,15
0,1,2,1,2,1,17,0,1,1,0,13
0,1,2,1,3,2,18,0,1,1,0,9
0,1,3,4,4,2,18,0,1,0,1,16
1,1,1,1,1,1,17,1,1,1,1,9
0,1,1,2,3,1,18,0,1,0,1,10
0,1,2,4,4,4,18,0,1,1,1,0
0,0,1,1,2,2,18,0,1,1,1,10
0,1,3,2,2,1,17,0,1,0,0,12
0,1,1,1,2,1,17,0,1,1,1,9
0,1,3,4,4,1,18,1,1,1,1,17
0,1,3,1,1,1,18,0,1,1,1,12
1,1,2,1,1,1,19,0,1,1,1,9
0,1,2,4,4,3,18,0,1,1,1,14
0,1,2,3,3,1,18,0,1,0,1,16
0,1,2,3,1,2,17,1,1,1,1,9
0,1,2,4,4,1,18,0,1,0,1,19
0,1,1,2,1,1,18,0,1,1,1,0
0,1,2,2,3,1,17,0,1,0,1,16
1,1,1,1,1,1,19,0,1,1,0,0
1,1,1,4,2,4,18,0,1,1,0,0
0,1,3,2,2,1,18,0,1,1,0,15
0,1,2,4,3,1,17,0,1,0,1,11
0,1,1,4,4,2,18,1,1,1,1,10
1,1,3,2,3,1,19,0,1,1,1,10
0,1,2,3,1,1,18,0,1,0,1,16
0,1,2,1,1,1,18,0,1,0,0,9
0,1,1,3,1,3,17,0,1,0,1,10
0,1,1,3,2,3,18,0,1,1,1,11
